Recieved	Income Paid	Confirmed	Checked	Refunded	Net_rate
469121.95	468000.00	338682.52	469121.95	469121.95	367440.85	27.81
0	50309.00	25142.03	47266.00	47266.00	47266.00	23.99
0	981220.00	519451.53	897123.00	897123.00	897123.00	43.51
442769.48	369059.00	337334.46	369059.00	442769.48	295247.20	23.81
0	1341391.94	625072.96	1207252.75	268278.39	268278.39	21.2
78207.00	78207.00	66475.95	78207.00	78207.00	78207.00	15
0	151770.00	0	0	0	0	15.6
82856.00	83317.00	70427.60	82856.00	82856.00	82856.00	15
494387.53	493000.00	356923.00	494387.53	494387.53	444948.78	27.81
65110.00	68755.00	55343.50	65110.00	65110.00	58599.00	15
62943.62	64695.00	42071.26	62943.62	62943.62	62943.62	33.16
0	480000.00	346535.92	441757.11	435521.03	386356.47	27.81
0	281610.00	241710.37	225288.00	0	0	14.168
60800.00	60800.00	49840.19	57358.49	60800.00	60800.00	18.03
833242.43	833000.00	668427.18	833242.43	833242.43	744918.18	11.28
749194.17	750000.00	611818.32	749194.17	749194.17	682864.45	11.28
339104.62	373000.00	244816.52	339104.62	339103.27	213615.35	27.81
26275.00	26275.00	22333.75	26275.00	26275.00	26275.00	15
138948.00	150000.00	118105.80	138948.00	138948.00	138948.00	15
0	88257.00	52712.00	88257.00	88257.00	86277.72	21.2
0	1673106.96	1436054.47	1673106.96	0	0	14.168
174437.00	164798.00	148271.45	174437.00	174437.00	174437.00	15
121083.00	144372.00	74159.97	121083.00	121083.00	121083.00	14.17
56560.00	57499.00	1726.00	56560.00	56560.00	56560.00	15
64141.00	87325.00	55053.25	64141.00	64141.00	64141.00	14.17
105000.00	55495.00	89250.00	105000.00	105000.00	105000.00	15
41830.00	50071.00	35903.36	41830.00	41830.00	41830.00	14.17
37418.00	45691.00	31805.30	37418.00	37418.00	37418.00	15
0	28063.00	2642.26	25786.00	25786.00	25786.00	19.97
0	150000.00	49437.40	105000.00	30000.00	30000.00	21.2
0	43189.00	0	28637.80	8637.80	8637.80	21.2
0	420000.00	299772.10	334000.00	240000.00	240000.00	21.2
0	171466.00	49639.01	140000.00	140000.00	140000.00	18.57
0	343247.00	194995.85	325427.00	325427.00	325427.00	40.08
37107.00	38549.00	31540.95	37107.00	37107.00	37107.00	15
177221.00	180201.00	150637.85	177221.00	177221.00	177221.00	15
28786.00	28786.00	24468.10	28786.00	28786.00	28786.00	15
0	36338.00	0	33885.00	33985.00	0	15.81
24717.00	24717.00	21009.45	24717.00	24717.00	24717.00	15
105883.00	110000.00	90000.55	105883.00	105883.00	105883.00	15
60160.00	66266.00	51136.00	60160.00	60160.00	60160.00	15
28927.00	35123.00	24587.95	28927.00	28927.00	28927.00	15
160085.00	179762.00	136072.25	160085.00	160085.00	160085.00	15
0	71272.00	662.55	65500.00	65500.00	0	17.26
61656.00	61656.00	52407.60	61656.00	61656.00	61656.00	15
0	95222.00	904.55	95222.00	95222.00	0	15.46
215732.00	215732.00	125807.95	215732.00	215732.00	152152.00	14.17
9616.00	10716.00	8253.57	9616.00	9616.00	9616.00	14.17
101081.00	103103.00	85918.85	101081.00	101081.00	101081.00	15
253207.00	267606.00	215225.95	253207.00	253207.00	253207.00	15
79959.00	79959.00	67965.15	79959.00	79959.00	79959.00	15
10392.00	11135.00	8919.62	10392.00	10392.00	10392.00	14.17
4713.00	4713.00	4006.05	4713.00	4713.00	4713.00	15
0	14707.00	1364.53	14707.00	14707.00	14707.00	21.14
1897516.79	1990164.00	1127496.14	1897516.79	1897516.79	1897516.79	40.58
0	135577.00	0	0	0	0	33.69
0	483000.00	0	0	0	0	27.81
0	467000.00	0	0	0	0	27.81
0	457000.00	0	0	0	0	27.81
0	7660401.00	6692599.20	7660401.00	7660401.00	7660401.00	12.04
0	4196629.50	4418233.74	4196629.50	4196629.50	4196629.50	0.61
0	258270.00	229149.54	258270.00	258270.00	258270.00	8
0	4463472.00	4069765.44	4463472.00	4194783.26	3422031.99	9.5
0	320188.53	126732.35	0	0	0	11.28
0	550600.00	441685.75	495540.00	447538.98	140403.00	5.1
0	148000.00	146568.60	133200.00	125800.00	125800.00	20
0	10000.00	2750.00	9000.00	88718.25	88718.25	20
0	46261.71	36084.13	41635.54	0	0	22
0	45712.60	32052.23	41141.34	0	0	22
0	16000.00	0	9600.00	0	0	20
0	42892.51	33456.16	38603.26	0	0	22
0	62931.49	0	37758.89	0	0	22
0	71929.21	56104.78	64736.29	0	0	22
0	342829.97	172643.56	308546.98	68565.99	68565.99	22.31
0	546633.17	219516.48	491969.86	465269.96	465269.96	22
0	847420.09	0	0	0	0	22.94
0	867696.28	0	0	0	0	20.67
0	55412.69	18412.93	49871.42	47233.91	17245.05	22
0	183434.91	125266.47	165091.42	156030.65	156030.65	22
0	652755.78	468025.90	587480.20	554842.40	554842.40	16
0	352286.90	252589.70	317058.21	299443.87	299443.87	16
0	154491.95	108669.51	139042.76	131318.16	131318.16	20
0	338651.70	248507.38	307853.94	307853.94	287853.94	22.571
0	26486.74	9570.30	23838.06	7946.02	7946.02	22.49
0	99741.65	68996.16	89767.49	29922.50	29922.50	22.29
0	264981.35	189333.38	225234.15	225234.16	225234.16	22
0	765200.00	488370.70	688680.00	650420.00	650420.00	20
0	13244.21	9623.55	11919.78	11257.57	11257.57	22
0	22000.00	15125.00	19800.00	18700.00	18700.00	20
0	65998.53	51478.85	59398.68	56191.40	56191.40	22
0	166342.29	42417.29	149708.06	141502.29	50422.28	22
0	200000.00	139184.62	180000.00	170000.00	170000.00	21.2
0	1219418.92	316527.85	1097477.03	1036506.07	1036506.07	16
0	194887.78	139734.54	175399.00	165654.61	165654.61	16
0	1007211.40	283062.15	906490.26	201442.28	201442.28	21.76
0	233968.64	64378.70	210571.78	46793.73	46793.73	22.61
0	366394.44	84374.54	329755.00	293115.55	73278.89	22.46
0	222400.00	43920.00	200160.00	177920.00	44480.00	20
0	12131.70	9399.85	10918.53	9705.36	9705.36	22.52
0	28400.00	22720.00	25560.00	22720.00	22720.00	20
0	10000.00	6500.00	9000.00	8000.00	8000.00	20
0	53874.66	33807.97	48487.19	43099.73	43099.73	22.47
0	66000.00	42900.00	59400.00	52800.00	52800.00	20
0	32000.00	20800.00	28800.00	25600.00	25600.00	20
0	204192.27	38382.45	183773.04	163353.81	40838.45	22.59
0	27200.00	5440.00	24480.00	21760.00	5440.00	20
0	162016.83	104766.89	145815.15	129613.47	129613.47	22.52
0	60800.00	43544.00	54720.00	48640.00	48640.00	20
0	66920.00	51900.79	60228.00	53536.00	53536.00	22.44
0	22000.00	14520.00	19800.00	17600.00	17600.00	20
0	52000.00	33800.00	46800.00	41600.00	41600.00	20
0	36400.00	23660.00	32760.00	29120.00	29120.00	20
0	71600.00	0	64440.00	57280.00	57280.00	20
0	18706.29	3363.50	16835.66	14965.03	14965.03	22.52
0	210885.74	0	189797.17	42177.15	42177.15	21.2
0	237600.00	24959.73	213840.00	190080.00	190080.00	25.76
0	972839.49	325788.76	875555.54	778271.59	194567.90	21.99
0	741526.42	577372.86	741526.42	630297.46	630297.46	21.32
0	562008.00	0	449606.40	0	0	60
0	361081.34	206686.12	324973.21	288865.07	288865.07	22.2
0	210678.64	37641.24	189610.78	168542.91	168542.91	22.01
0	254070.14	142899.04	228663.12	203256.11	203256.11	21.93
0	547.88	52.01	493.09	109.58	109.58	22.52
0	88000.00	21120.00	79200.00	17600.00	17600.00	20
0	204800.00	29925.80	184320.00	40960.00	40960.00	20
0	29037.80	0	26134.02	5807.56	5807.56	22.52
0	52000.00	9792.00	46934.02	10400.00	10400.00	20
0	54788.30	0	49309.47	10957.66	10957.66	22.52
0	53600.00	9504.00	48240.00	10720.00	10720.00	20
0	43047.95	0	0	8609.59	8609.59	22.52
0	76000.00	43494.76	68400.00	15200.00	15200.00	20
0	98697.21	46250.62	98697.21	78957.77	78957.77	22.52
0	74000.00	0	74000.00	59200.00	59200.00	20
0	45317.75	28315.33	45317.75	36254.20	36254.20	22.52
0	154200.00	0	0	0	0	61
0	60000.00	39600.00	54000.00	48000.00	48000.00	20
0	143075.73	47561.59	128768.16	28615.15	28615.15	22.52
0	24000.00	7680.00	21600.00	4800.00	4800.00	20
0	64728.46	15349.63	58255.61	12945.69	12945.69	14.168
0	24000.00	4740.38	21600.00	4800.00	4800.00	14.168
0	65510.41	14969.24	58959.36	13102.08	13102.08	14.168
0	104176.04	0	93758.43	20835.21	20835.21	14.168
0	74000.00	9221.20	66600.00	14800.00	14800.00	14.168
0	156538.00	0	140884.20	31307.60	31307.60	22.52
0	12000.00	480	10800.00	2400.00	2400.00	20
0	36289.25	0	32660.33	29398.47	7724.59	23.25
0	107988.23	27751.73	97189.40	86155.62	21659.28	22.06
0	43996.78	27493.05	39597.10	35173.43	35173.43	22.33
0	442506.72	34654.00	398256.05	376130.71	376130.71	21.69
0	364528.94	78141.95	328076.05	309849.60	309849.60	22.33
0	208347.36	162273.00	182539.71	41669.47	41669.47	19.76
0	163073.00	41224.93	146765.70	114151.10	114151.10	20.54
0	87200.00	27904.00	78480.00	17440.00	17440.00	20
0	98530.72	74846.66	98530.72	98530.72	93471.07	20.9
0	17923.60	694.38	16131.24	14338.88	5090.30	22.52
0	109600.00	53332.00	98640.00	87680.00	21920.00	20
0	464766.54	221526.19	418289.89	372452.49	95832.25	22.52
0	35724.15	21370.69	32151.74	28712.02	7449.68	23.26
0	137608.86	9509.13	123847.97	110340.11	28437.92	22.84
0	69631.58	0	13926.32	0	0	61
0	56170.06	16750.93	50553.05	11234.01	11234.01	22.7
0	177756.31	89253.98	159980.68	142453.25	142453.25	22.54
0	82260.72	0	74034.65	65808.57	65808.57	22.52
0	160000.00	84096.00	144000.00	128000.00	128000.00	20
0	86040.23	47787.93	77436.21	68832.19	68832.19	22.51
0	24000.00	0	21600.00	19200.00	19200.00	20
0	30508.68	6831.82	27528.93	24478.06	24478.06	22.91
0	366394.44	0	73278.89	0	0	61
0	222400.00	0	44480.00	0	0	60
0	130480.70	0	117432.63	26897.63	26897.63	22.6
0	67311.34	0	60580.21	53849.07	53849.07	22.52
0	16000.00	10560.00	14400.00	12800.00	12800.00	20
0	279205.66	89940.37	251285.04	58387.67	58387.67	22.89
0	622000.00	269497.29	435400.00	418294.08	418294.08	8.38
48322.00	48322.00	34951.29	48322.00	48322.00	48322.00	27.67
0	4024433.88	3600351.12	4024433.88	3976183.00	3976183.00	10
0	1603803.51	1137789.72	1523613.33	1124211.14	1124211.14	13.2
293798.00	293798.00	224410.00	293798.00	293798.00	293798.00	13.2
96949.54	96949.54	86512.43	96949.54	96949.54	96949.54	10.766
0	447780.00	196400.79	447780.00	447780.00	223890.00	12.28
0	836741.00	458090.00	590000.00	590000.00	500000.00	8.38
0	7441.72	0	7441.72	7441.72	6843.31	9
0	145778.88	132658.78	145778.88	145778.88	145778.88	9
0	538579.46	338986.60	370000.00	370000.00	370000.00	8.38
0	789911.00	503899.00	550000.00	550000.00	550000.00	8.38
0	697987.67	320663.00	410000.00	410000.00	350000.00	8.38
0	84935.00	27485.40	110000.00	162100.00	30000.00	8.38
0	371900.00	163119.06	371900.00	371900.00	185950.00	12.28
0	227970.00	99989.92	227970.00	227970.00	113985.00	12.28
0	492870.00	216177.71	492870.00	492870.00	246435.00	12.28
0	548030.00	240371.44	548030.00	548030.00	274015.00	12.28
0	48500.00	0	48500.00	48500.00	0	8.38
0	102223.00	0	0	102223.00	0	12.28
0	89422.01	49156.00	53653.21	53653.21	53653.21	8.38
0	198000.00	-163080.76	178000.00	178000.00	178000.00	8.38
0	332749.38	0	191558.82	191558.82	0	8.38
0	66415.22	60437.85	66415.22	66415.22	66415.22	9
255050.68	255050.68	230929.28	255050.68	255050.68	255050.68	9.46
0	222900.00	20530.90	222900.00	222900.00	66870.00	12.28
252713.69	252713.69	226273.44	252713.69	252713.69	252713.69	10.45
194713.22	194713.22	174003.14	194713.22	194713.22	194713.22	10.64
232098.10	232098.10	207038.68	232098.10	232098.10	232098.10	10.8
217841.84	217841.84	193611.65	217841.84	217841.84	217841.84	11.12
239220.83	239220.83	213531.05	239220.83	239220.83	239220.83	10.74
290512.02	290512.02	257765.66	290512.02	290512.02	290512.02	11.27
0	40000000.00	3502490.66	3486131.94	3486131.94	3661055.47	4
0	78750.00	0	78750.00	78750.00	23625.00	12.28
0	36095.00	0	36095.00	36095.00	10828.50	12.28
0	78737.71	71651.32	78737.71	78737.71	78737.71	9
0	39600.00	36036.00	39600.00	39600.00	39600.00	9
0	36614.61	31503.94	36296.53	36296.53	36296.53	13.2
0	274926.88	91618.00	170000.00	170000.00	100000.00	8.38
0	134390.16	0	60000.00	60000.00	60000.00	8.38
0	479453.00	183236.00	260000.00	260000.00	200000.00	8.38
0	56543.99	49077.92	56543.99	56543.99	56543.99	13.2
269563.69	269563.69	242204.08	269563.69	269563.69	269563.69	10.15
0	19630183.00	1425139.30	3924539.19	3924545.19	1484520.10	4
0	73093.00	11220.76	0	73093.00	36546.50	12.28
0	85825.00	0	0	85825.00	42912.50	12.28
0	48020.00	0	0	48020.00	24010.00	12.28
0	30810.00	0	84882.00	30810.00	9243.00	12.28
0	2000000.00	0	214780.96	241780.96	241780.96	5
0	164490.00	144293.92	164490.00	164490.00	164490.00	12.28
0	73540.00	0	73540.00	73540.00	22062.00	12.28
0	54072.00	0	0	54072.00	0	12.28
0	50000.00	0	50000.00	50000.00	50000.00	12.28
0	121480.00	0	121480.00	121480.00	60740.00	12.28
0	100996.05	0	100996.05	100996.05	0	9
0	120716.08	104502.71	0	120716.08	0	12.24
0	37981.29	32880.02	0	37981.29	0	12.24
0	48134.54	41669.59	0	48134.54	0	12.24
0	47334.54	40977.04	0	47334.54	47334.54	12.24
0	74616.83	0	74616.83	74616.83	0	9
0	191930.00	0	157515.00	157515.00	15779.00	11.28
0	325600.00	142811.41	260480.00	260480.00	162800.00	11.28
0	70643.48	61315.71	70643.48	70643.48	70643.48	13.204
0	260962.40	232702.98	260962.40	260962.40	260962.40	10.83
0	254556.58	229730.66	254556.58	254556.58	254556.58	9.75
0	243361.15	219722.44	243661.15	243661.15	243661.15	9.71
0	241665.99	215639.84	241665.99	241665.99	241665.99	10.77
0	292294.72	0	292294.72	292294.72	0	11.39
0	112473.15	0	112473.15	112473.15	0	10.6
0	172066.80	0	172066.80	172066.80	0	11.02
0	447156.72	286962.20	447156.72	380083.21	380083.21	21.2
0	33000.00	0	33000.00	6600.00	6600.00	21.2
0	12000.00	0	12000.00	2400.00	2400.00	21.2
0	18000.00	0	18000.00	3600.00	3600.00	21.2
0	434048.00	208355.24	434048.00	86809.60	86809.60	20.8
0	30000.00	9801.82	30000.00	6000.00	6000.00	21.2
0	93994.00	16942.78	84594.60	18798.80	18798.80	21.2
0	355304.00	207360.71	319773.60	284243.20	284243.20	21.2
0	500000.00	329740.57	450000.00	425000.00	425000.00	21.2
0	151249.00	0	136124.10	0	0	21.2
0	250000.00	135501.32	235000.00	235000.00	235000.00	24.01
0	500000.00	126428.21	100000.00	100000.00	100000.00	18.31
0	689462.27	446402.74	551569.82	551569.82	551569.82	18.31
0	19949.00	0	19949.00	19949.00	0	18.31
0	253839.00	154259.23	253839.00	253839.00	253839.00	24.01
0	1753978.80	1199071.81	1490881.98	1490881.98	1490881.98	18.31
0	46000.00	23989.64	41400.00	41400.00	41400.00	24.01
0	457309.00	270442.83	430739.00	430739.00	430739.00	24.01
525094.00	558600.00	298051.00	525094.00	525174.00	525094.00	24.01
0	149456.00	89717.73	149456.00	192983.20	89673.60	17.891
0	415372.00	298779.62	391076.66	394603.40	312359.75	17.89
69173.00	90678.00	3000.00	69173.00	69173.00	69173.00	23.54
0	70998.00	29859.40	70998.00	70998.00	0	24.03
0	150000.00	0	0	0	0	15.97
144017.00	183634.00	7200.00	144017.00	144017.00	0	24.01
102922.00	121565.00	0	102922.00	102922.00	0	20.26
58260.00	76359.00	44314.02	58260.00	58260.00	58260.00	23.94
0	42909.00	15696.69	39704.00	39704.00	39704.00	24.75
0	23329.00	6588.60	23329.00	23329.00	23329.00	24.6
65495.45	65495.45	33685.73	65495.45	65495.45	60000.45	22.76
6782.66	6782.66	0	6782.66	6782.66	6082.66	22.72
0	39336.44	0	0	0	0	23.46
57297.76	57297.76	31295.21	57297.76	57297.76	52297.76	23.4
36299.66	36299.66	17055.27	36299.66	36299.66	33099.66	23.43
0	33054.08	0	33054.08	33054.08	0	24.13
0	46865.16	0	0	0	0	24.96
20632.90	20632.90	10245.94	20632.90	20632.90	18632.90	22.09
0	34147.30	0	34147.30	34147.30	0	23.97
79430.01	105000.00	56870.05	79430.01	79430.01	74430.01	23.73
0	200000.00	10000.00	0	0	0	18.31
0	850000.00	594231.58	680000.00	680000.00	680000.00	18.31
0	1094485.00	158272.57	0	0	0	18.31
0	163964.15	104887.99	140140.30	163964.15	118464.10	13.32
0	158811.74	0	0	158811.74	0	16.89
0	315279.88	22100.00	252223.90	0	252223.90	18.31
0	336170.00	0	0	0	0	24.01
0	116464.92	0	0	0	0	24.01
0	93314.00	0	0	0	0	24.01
0	111137.25	0	0	0	0	24.01
0	147345.00	0	0	0	0	24.01
0	750000.00	0	0	0	0	24.01
0	139731.47	0	0	0	0	24.01
0	123063.98	0	0	0	0	24.01
0	65342.15	0	0	0	0	24.01
860679.00	878514.15	678215.05	860679.00	860679.00	860679.00	21.2
0	326425.41	20463.00	0	0	0	21.2
0	290184.67	38000.37	0	0	0	21.2
0	115452.00	0	0	0	0	24.01
0	168043.28	0	0	0	0	24.01
206847.00	218206.00	16660.39	127052.70	206847.00	206847.00	22.88
60211.00	44829.00	19927.25	140005.30	60211.00	60211.00	28.75
0	56187.06	761.78	0	0	0	24.01
0	81587.08	0	0	0	0	24.01
0	17380.20	0	0	0	0	24.01
0	274664.00	10792.32	0	0	0	24.01
0	133669.64	0	0	0	0	24.01
0	30000.00	11627.19	6000.00	6000.00	6000.00	18.31
0	66000.00	25579.82	13200.00	13200.00	13200.00	18.31
81200.00	135650.34	3175.00	81200.00	81200.00	81200.00	22.7
0	167773.00	31626.73	33554.60	33554.60	33554.60	21.2
0	73795.00	28280.45	52651.00	52651.00	0	23.73
0	52796.00	18188.90	47996.00	47996.00	0	23.93
0	146106.15	27790.78	116884.92	116884.92	116884.92	21.2
0	757400.00	394227.54	717939.00	717939.00	605920.00	24.01
0	230000.00	0	90000.00	90000.00	46000.00	18.76
146453.00	320554.00	24677.20	146453.00	146453.00	140853.00	39.44
536389.00	565960.00	295360.82	536335.00	536335.00	536335.00	24.01
29356.00	36518.00	0	29356.00	29356.00	0	24.01
22466.00	23215.00	0	22466.00	22466.00	0	24.01
0	508111.05	336682.65	406488.84	406488.84	406488.84	18.31
0	166112.20	118344.22	132889.76	132889.76	132889.76	18.31
0	300000.00	80613.53	60000.00	60000.00	60000.00	18.31
13467.34	15000.00	7803.73	13467.34	13467.34	12467.34	24.01
0	121875.00	30802.62	121875.00	121875.00	0	13.2
96882.00	134234.00	222719.69	96882.00	96882.00	0	24.01
0	93009.00	28272.77	74407.20	74407.20	74407.20	22.11
0	894424.00	271886.01	715539.20	715539.20	715539.20	40.15
285003.00	307600.00	76145.79	279574.70	285003.00	279249.00	19.14
0	57000.00	0	57000.00	57000.00	57000.00	28.75
0	185000.00	0	185000.00	185000.00	166500.00	33.5
0	419108.00	0	0	0	0	15.24
0	470643.00	0	0	0	0	15.56
0	3000.00	0	2830.19	3000.00	0	14.51
0	93840.00	12123.29	18768.00	18768.00	18768.00	21.2
355215.00	356200.00	144737.75	355215.00	355215.00	0	40.15
5623.93	5623.93	2259.58	5623.93	5623.93	5023.93	19.24
53371.43	53371.43	22436.76	53371.43	53371.43	49371.43	20.12
41718.64	41718.64	20731.15	41718.64	41718.64	38718.64	22.22
10357.19	10357.19	6002.93	10357.19	10357.19	9357.19	23.99
7503.47	7503.47	3791.90	7503.47	7503.47	6003.47	19.06
23956.19	23956.19	10893.47	23956.19	23956.19	21956.19	23.14
214413.00	390780.00	0	214413.00	214413.00	214413.00	24.01
0	726639.00	20700.00	0	0	0	24.01
0	302556.11	138998.93	302556.11	0	304674.01	18.31
0	44412.00	24384.94	37750.20	37750.20	37750.20	21.2
0	23020.00	0	20728.80	0	0	24
0	62447.37	0	0	0	0	24.01
0	122043.99	66909.61	118244.78	118244.78	118244.78	24.5
26243.00	49873.00	0	26243.00	26243.00	0	23.08
0	52860.00	0	47574.00	0	0	24.01
0	20050.00	0	18045.00	0	0	24.01
0	42561.00	0	38304.90	0	0	24
0	248267.00	131112.62	226267.00	226267.00	226267.00	24.01
0	49560.00	0	44604.00	0	0	25.73
0	34256.00	0	30830.40	0	0	24.16
0	36385.00	0	32746.50	0	0	24.11
0	56721.00	0	0	0	0	23.95
0	455310.00	13135.59	409779.00	0	0	24.23
0	200366.00	4168.00	180329.40	0	0	23.89
0	39235.00	0	37014.15	39235.00	33349.75	26.28
0	58366.12	8400.00	58366.12	58366.12	0	33.45
0	25015.52	0	25015.52	25015.52	0	21.89
0	23829.00	0	114945.81	114945.81	0	24.01
0	165978.00	74884.15	108085.58	108085.58	0	24.01
0	127812.33	0	0	0	0	21.2
0	100970.49	0	0	0	0	21.2
0	196661.00	50813.67	0	0	0	18.31
0	242563.00	62673.93	0	0	0	18.31
0	235654.00	60888.76	0	0	0	18.31
0	436179.00	112700.82	0	0	0	18.31
0	589312.00	183642.69	0	0	0	18.31
0	226316.00	58475.99	0	0	0	18.31
0	487719.00	126017.84	0	0	0	18.31
0	275419.00	0	0	0	0	18.31
0	230826.00	59641.30	0	0	0	18.31
0	16200.00	0	11482.21	11482.21	0	28.75
0	60515.25	0	60515.25	60515.25	0	23.87
0	13985.31	0	13985.31	13985.31	0	23.99
0	20440.84	0	20440.84	20440.84	0	28.48
0	228500.00	54904.93	0	159536.00	159536.00	18.218
0	1448900.00	311342.46	1438518.00	1438518.00	1397436.80	17.51
0	111451.00	28796.94	0	0	0	18.31
130906.22	140000.00	44615.22	130906.22	130906.22	130906.22	24.01
0	293499.56	161008.37	540000.00	0	540000.00	24.005
0	1845600.80	103411.31	822352.00	0	0	18.31
0	25600.00	0	25600.00	25600.00	0	22.11
0	778425.00	17192.50	0	0	0	25.67
0	40000.00	0	0	0	0	24.01
0	73300.00	0	0	0	0	24.01
0	44317.16	0	0	0	0	24.01
0	124671.00	0	99736.80	0	0	22.11
0	400000.00	103352.80	0	0	0	24.01
0	750000.00	193786.54	0	0	0	24.01
0	39078.00	19589.00	0	35170.00	35170.00	44.56
0	90000.00	36459.86	76500.00	18000.00	76500.00	21.2
0	385000.00	165317.05	192500.00	77000.00	77000.00	21.2
0	1044467.02	14733.33	0	0	0	22.77
94648.00	130000.00	63711.43	104000.00	104000.00	104000.00	23.88
83010.00	120000.00	41377.66	96000.00	96000.00	96000.00	23.86
55843.00	65000.00	42554.95	55843.00	55843.00	55843.00	23.8
